created_at, text
9/24/2015 16:23:45, New Bloomberg Trump Leads Big 
9/23/2015 15:12:18, Headline reads Rubio passes Bush in Florida poll Unfair because Trump destroys them both Trump Rubio Bush 
9/22/2015 13:58:42, Morning Consult Trump Leads 
9/22/2015 12:59:53, Republican Primary Morning Consult Poll was just TRUMP CARSON BUSH FIORINA RUBIO CRUZ Taken after debate
9/22/2015 2:30:02, They attack you more then CNN or MSNBC Just a bunch of old Bush appointee 
9/22/2015 0:49:48, was very negative to me in refusing to to post the great polls that came out today including not good for 
9/22/2015 0:24:32, touts CNN polls instead of their Of course the NBC one shows him much Trump corrects 
9/21/2015 21:44:16, Via HuffPost Pollster 
9/21/2015 18:22:21, Zogby is respected in the business of polling the media is attempting to silence the message 
9/21/2015 16:14:08, Has the media picked up the new Zogby poll that was just put I doubt 
9/21/2015 13:59:31, New Zogby highly but the media report it because it gives me an even bigger 
9/21/2015 12:39:46, touts CNN polls instead of their Of course the NBC one shows him much Trump corrects 
9/21/2015 12:29:46, Thanks and for showing us how lopsided you Use your own 
9/21/2015 12:28:14, The refused to use their just in poll numbers where I have a massive lead but instead used numbers where my lead is 
9/21/2015 0:56:52, I am attracting the biggest crowds by far and the best poll numbers also by Much of the media is totally So 
9/21/2015 0:51:49, I have been leading big in all polls with two more today and The NBC poll is more than double next at Fiorina has 
9/20/2015 13:17:28, I will be on at will be releasing their new poll Based on the debate results I should do 
9/19/2015 22:24:33, RT Check out the latest Morning Consult poll released remains at 
9/18/2015 17:56:06, Wow great Trump Increases Lead via Breitbart 
9/17/2015 17:18:22, Every poll done on debate last night from Drudge to Newsmax to Time Magazine had me winning in a 
9/17/2015 3:47:06, Winning the 
9/15/2015 18:00:34, The polls are really looking everywhere despite all lobbyist special interest being spent against turning down 
9/13/2015 13:41:32, Why is someone like George Pataki who did a terrible job as Governor of and registers ZERO in the polls allowed on the debate 
9/12/2015 20:01:55, Too many people on stage for at with in shouldnt be allowed to 
9/12/2015 4:37:43, Trumps polls are going to skyrocket after appearance on The young people are going to love 
9/11/2015 13:12:09, Oh wow lightweight Governor who is registered at less than percent in the polls just mocked my So 
9/11/2015 12:49:20, Very good new Quinnipiac poll just came am in 
9/10/2015 21:11:26, I only respond to people that register more than in the I never thought he had a chance and been proven 
9/8/2015 21:20:40, A great honor to receive polling numbers like Record setting African American Hispanic numbers 
9/6/2015 11:28:48, Trump beats Clinton matchup Thank 
9/6/2015 11:23:44, If the presidential election were held today according to this poll Donald Trump would defeat any 
9/4/2015 16:50:05, Daily Trump Surpasses Field Flirts With Percent in Alabama Poll 
9/3/2015 2:04:12, I am in first place by a lot in all polls tied for first place with Ben Carson in one Iowa I thought you knew 
9/2/2015 20:55:44, Tracking polls from pollsters Pollster 
9/2/2015 20:54:20, GOP Nomination Polls have me as as seen on with 
9/2/2015 10:24:39, Will be interviewed on this morning at Thanks for the GREAT poll 
9/2/2015 1:39:22, BIG LEADS FOR THE PEOPLES POTUS 
9/2/2015 1:35:02, Every Poll has me winning you listen to dopey Karl Rove a Trump hater on you would think Im doing 
9/1/2015 15:56:32, Yet another weak hit by a candidate with a failing Will Jeb sink as low in the polls as the others who have gone after 
9/1/2015 9:39:38, The just released Public Policy Polling national is the best MAKE AMERICA GREAT 
9/1/2015 2:05:32, Just out new PPP NATIONAL POLL has me in first place by a wide margin at I wonder why only has not reported Too 
8/31/2015 10:33:10, Leading in the Bloomberg Iowa Also my favorability numbers went up at a record almost unheard of Thank you 
8/31/2015 10:27:56, Loved being with my many friends in The crowd and enthusiasm was I won the straw poll 
8/30/2015 3:30:08, Trump Wins Tea Party Groups Nashville Straw Poll Newsmax GREAT THANK 
8/30/2015 0:19:31, Via TRUMP WINS NASHVILLE GRASSROOTS STRAW POLL WITH 
8/29/2015 12:11:47, BOOM Univision Reluctantly Reports Donald Trump Leading With Latino via 
8/28/2015 17:46:30, RT Trump breaks in OAN Gravis Marketing scientific Leads closest competitor by 
8/28/2015 14:32:32, Via Trump now leads in odds to win GOP nomination 
8/26/2015 4:38:46, Will be interviewed on the this morning at Talking about politics polls and 
8/25/2015 20:07:35, Heading to Iowa to a packed Just released polls all first place are Thank 
8/25/2015 15:28:19, RT Breaking Public Policy Polling New 
8/25/2015 13:52:29, Another good poll result in the great state of Trump at Carson at and Bush at 
8/25/2015 13:49:59, Congrats You just got points in your home state of better than zero only pts behind 
8/25/2015 12:49:42, did a terrible job as Governor of New If he ran again he would have lost in a He and Graham ZERO in polls
8/23/2015 11:01:19, New Reuters Poll just came out and has me at highest number silent majority is back and we will MAKE AMERICA GREAT 
8/21/2015 20:06:26, Dow dives more than points down from Be 
8/20/2015 2:23:31, Another great poll Thank 
8/18/2015 21:00:12, New favorability rating on the rise while Jebs among 
8/18/2015 20:52:54, Polls indicate that a Trump presidency is now 
8/18/2015 14:35:04, RT at the top 
8/17/2015 23:19:21, RT GOP Primary HP tracking polls Trump Bush Carson Rubio 
8/17/2015 20:59:01, RT CNN Poll Most Likely to Change Washington Ben Carson Ted Cruz Carly Fiorina 
8/17/2015 15:28:10, The polls have been really are all tired of incompetent politicians and bad 
8/16/2015 19:08:17, RT GOP Nominee National Polls via Fox News released at with at at 
8/16/2015 16:22:47, RT national leads by double Lets bring back to 
8/14/2015 17:09:23, RT Great poll from with a lead higher than Jeb 
8/13/2015 14:06:16, RT tops in Iowa 
8/13/2015 13:13:16, RT Echelon poll says Trump has the support of 
8/12/2015 22:34:40, RT Poll Overall Economy Immigration Terrorism 
8/12/2015 20:05:58, RT Our new Iowa poll shows at followed by Carson Walker and Bush is at 
8/11/2015 17:25:28, RT Poll Conducted for Debate Ballots 
8/10/2015 19:05:50, RT Donald Trump maintains support of of Republican voters in new online poll with margin of Bush 
8/8/2015 3:33:14, Newsmax poll 
8/8/2015 3:22:05, Newsmax poll Another debate 
8/7/2015 14:21:54, RT BREAKS RECORDS in poll share of support Quinnipiac recorded in years 
8/7/2015 12:18:48, RT Drudge TIME FOXSD 
8/7/2015 9:15:53, winner of last nights debate by wide 
8/7/2015 8:59:57, TIME wins the first by Wild Margin 
8/7/2015 8:09:01, is in a greater position to even after tried to take him 
8/7/2015 8:02:50, They tried to take you out your poll numbers Voters matter not 
8/7/2015 7:37:32, I won every poll of the debate tonight by massive margins so where did you find that dumb 
8/6/2015 0:57:32, NBC says Trump leads with HS grads or bother saying Trump leads with college grads too
8/6/2015 0:16:57, Trump is leading with almost every major group of Republican primary 
8/5/2015 21:05:42, Trump Leads GOP Field Among Hispanics Records Favorability 
8/5/2015 1:12:05, Trump Leads Jeb Slips Rubio Crashes In News Poll 
8/4/2015 20:23:40, RT New Hampshire poll shows say they feel can BEST handle the 
8/4/2015 16:35:27, RT Today we spoke with Donald Trump about his rising leads in the polls and his strategy for Thursdays 
8/4/2015 12:45:10, RT takes massive lead in WSJ twice the support of 
8/4/2015 12:42:56, RT TRUMP SURGES takes double digit lead in GOP presidential race Jerome Corsi
8/4/2015 12:15:27, RT Good Real Clear Politics Polling Data Average addition of Bloomberg 
8/4/2015 1:17:45, Trump continues to rise in the The American People are speaking and speaking 
8/4/2015 1:15:08, Trump is surging breaking EVERY poll because 
8/4/2015 1:11:03, RT FOX NEWS New high for Donald Trump new low for Hillary Clinton 
8/4/2015 1:10:40, RT New poll finds almost every GOP candidate losing ground except for Donald 
8/3/2015 23:18:14, RT FOX NEWS POLL RELEASED Jeb Bush Scott Walker 
8/3/2015 20:59:33, RT TRUMP CRUSHES BUSH AND WALKER COMBINED FAVORABILITY ROCKETS TO 
8/3/2015 18:17:15, New Poll Shows Donald Trump Blowing Everyone Else Out of the 
8/3/2015 17:25:48, RT Surges in NBC hopefuls to take center stage this makes top 
8/3/2015 15:24:31, RT Days before the first Republican Presidential debate surges to the lead among other GOP contenders 
8/3/2015 8:10:17, Polls show be the GOP nominee if the vote was held 
8/3/2015 3:28:01, Congratulations on leading the polls currently and for acquiring the Center Stage Position In The Upcoming 
8/1/2015 17:10:49, RT Polls show be the GOP nominee if the vote was held 
